nome,significado,origem,url
Denise,"Significa “seguidora de Dionísio”, “criadora das águas; o que dá origem à água, o que dá origem ao dia e à noite”.
Trata-se de um nome francês, feminino de Dênis, o mesmo que Dionísio. Este, do grego Dionysios, nome do deus do vinho, remonta ao sânscrito dyúnis, dyúniso.",Francesa,https://www.dicionariodenomesproprios.com.br/denise/
Denise Aparecida,"Significa “encontrada e consagrada a Dioniso”, “encontrada a criadora das águas”, “aquela que dá origem ao dia e à noite foi encontrada”.
Denise Aparecida é um nome composto por nomes de origens francesa e brasileira respectivamente.","Francesa, Portuguesa",https://www.dicionariodenomesproprios.com.br/denise-aparecida/
Deolinda,"Significa “Deus supremo”, ""linda"", ""bonita"", “defensora do povo”, “serpente adorada”. 
Embora não se conheça ao certo a origem bem como o significado desse nome, há quem defenda algumas versões.",Portuguesa,https://www.dicionariodenomesproprios.com.br/deolinda/
Desdêmona,A que possui má sorte.,Grega,https://www.dicionariodenomesproprios.com.br/desdemona/
Desidéria,Desejada por todos.,Latina,https://www.dicionariodenomesproprios.com.br/desideria/
Desiré,A querida.,Francesa,https://www.dicionariodenomesproprios.com.br/desire/
Désirée,"Significa “desejada”, “a querida”.
Désirée é um nome francês que tem origem a partir do latim Desideratus - Desiderato, em português - cuja forma feminina é Desiderata e significa “desejada”.",Francesa,https://www.dicionariodenomesproprios.com.br/desiree/
Destiny,Destino.,Inglesa,https://www.dicionariodenomesproprios.com.br/destiny/
Deusa,"Significa ""divindade feminina"", ""mulher muito bela"".
Esse nome provavelmente surgiu a partir do substantivo deusa, que se refere às divindades femininas de diversas religiões e cultos, muitas dotadas de poderes e habilidades.",Latina,https://www.dicionariodenomesproprios.com.br/deusa/
Deusdetina,Dádiva de Deus.,Latina,https://www.dicionariodenomesproprios.com.br/deusdetina/
Deva,Deusa dos deuses.,Sânscrita,https://www.dicionariodenomesproprios.com.br/deva/
Diacira,Conjunto de alvéolos em que a abelha deposita o mel.,Indígena,https://www.dicionariodenomesproprios.com.br/diacira/
Diacuí,Planta que floresce no campo.,Indígena,https://www.dicionariodenomesproprios.com.br/diacui/
Diadema,Símbolo de nobreza.,Latina,https://www.dicionariodenomesproprios.com.br/diadema/
Diadema,Símbolo de nobreza.,Latina,https://www.dicionariodenomesproprios.com.br/diadema/
Diamonique,"Significa “de valor inestimável”, “brilhante”.  
Esse nome se refere à pedra preciosa diamante e provavelmente significa “de valor inestimável”, “brilhante”.",Inglesa,https://www.dicionariodenomesproprios.com.br/diamonique/
Diana,"Significa “divina”, “aquela que ilumina”.
O nome Diana tem origem do latim Diana, derivado do termo dius, que quer dizer literalmente “divina”.",Latina,https://www.dicionariodenomesproprios.com.br/diana/
Diana Regina,"É um tanto autoritária, até mesmo com os amigos e com o namorado, mas suas ""ordens"" visam ao bem-estar de todos.",,https://www.dicionariodenomesproprios.com.br/diana-regina/
Diane,"Significa ""divina"" ou ""brilhante""
Diane é uma variante francesa de Diana, nome que surgiu a partir do latim diana, derivado da palavra dius, que significa literalmente ""divindade"".","Latina, Francesa",https://www.dicionariodenomesproprios.com.br/diane/
Diara,"Significa ""dom do silêncio"" ou ""aquela que tem o dom do silêncio"". 
Esse nome unissex, mais empregado ao gênero feminino, tem origem e significado incertos. Provavelmente tem origem a partir da língua suaíli e significa ""dom do silêncio"" ou ""aquela que tem o dom do silêncio"".",Africana,https://www.dicionariodenomesproprios.com.br/diara/
Dicéa,A justa.,Grega,https://www.dicionariodenomesproprios.com.br/dicea/
Dicéia,Veja Dicéa,Grega,https://www.dicionariodenomesproprios.com.br/diceia/
Dídima,Gêmea.,Grega,https://www.dicionariodenomesproprios.com.br/didima/
Digna,De significado literal.,Latina,https://www.dicionariodenomesproprios.com.br/digna/
Dilma,"Significa “do mar”, “nobre protetora” ou “proteção da nobreza”.
Dilma surge como uma variação de Delma. Esse nome que é categorizado como moderno apresenta não só uma, mas três possibilidades de étimos.","Germânica, Espanhola",https://www.dicionariodenomesproprios.com.br/dilma/
Dilza,"Significado “filha do ornamento de Deus”, “filha da beleza de Deus”.
Dilsa é o feminino de Dílson, uma variação do nome Adílson.","Hebraica, Inglesa",https://www.dicionariodenomesproprios.com.br/dilza/
Dina,"Significa “meu Senhor”; “lugar de delícias”, “o Senhor concedeu benefícios”, “ornamento”, “beleza”; “delicada”; “afável”, “carinhosa”; “mensageira”; “julgada”.
O nome Dina apresenta uma série de possibilidades de étimos. Dentre essas possibilidades, é apontado como o diminutivo de nomes próprios terminados em “dina” e que teria assumido a forma de prenome em vez de um apelido.","Hebraica, Árabe, Latina, Italiana",https://www.dicionariodenomesproprios.com.br/dina/
Diná,"Significa ""julgada"" ou ""aquela que foi julgada"".
Diná tem origem hebraica. É um nome bíblico que surge do nome hebraico Dinah e significa ""julgamento"" ou ""juízo"". Por extensão, o nome tem o sentido de ""julgada"" ou ""aquela que foi julgada"".","Hebraica, Bíblica",https://www.dicionariodenomesproprios.com.br/dina-1/
Dinah,"Significa ""julgada"" ou ""aquela que foi julgada"".
A origem do nome Dinah é hebraica. Surge do hebraico dayyanach, que significa “juízo, julgamento”.",Hebraica,https://www.dicionariodenomesproprios.com.br/dinah/
Dinair,Junção de Dina e Nair ou Jair.,Latina,https://www.dicionariodenomesproprios.com.br/dinair/
Dinartea,Heroína forte.,Grega,https://www.dicionariodenomesproprios.com.br/dinartea/
Dinorá,"Significa “julgada"", ""aquela que foi julgada"", “luz”, “fogo”. 
Dinorá é um nome feminino de origem hebraica que surge como variante do nome Dinah e Diná. Dinah vem do hebraico dayyanach, que significa “juízo, julgamento”. Por extensão, o nome tem o significado de ""julgada"" ou ""aquela que foi julgada"".",Hebraica,https://www.dicionariodenomesproprios.com.br/dinora/
Diolinda,A festeira.,Latina,https://www.dicionariodenomesproprios.com.br/diolinda/
Diomara,"A popular, famosa.",Teutônica,https://www.dicionariodenomesproprios.com.br/diomara/
Dione,"Significa “consagrado a Dionísio”, “espírito das águas”, “o céu e as águas”, “dia e noite” ou ""deusa das ninfas"". 
O nome Dione é uma variante gráfica de Dioni, um apelido de Dionísia, forma feminino de Dionísio, que tem origem no grego Dionysios, formado pelos elementos dyu, que significa “céu, espírito, dia” e nisa, “noite, água”, por extensão significa “espírito das águas”, “o céu e as águas”, “dia e noite”.","Grega, Mitológica",https://www.dicionariodenomesproprios.com.br/dione/
Dionira,Célebre entre o povo.,Grega,https://www.dicionariodenomesproprios.com.br/dionira/
Dionísia,"Significa ""de Dionísio""
De origem grega, Dionísia é a variação medieval para o nome feminino do deus grego Dionísio. Ele significa, portanto, ""de Dionísio"", para se referir às seguidoras que cultuavam o deus do vinho na mitologia grega.",Grega,https://www.dicionariodenomesproprios.com.br/dionisia/
Diores,Descendente de Dioros.,Grega,https://www.dicionariodenomesproprios.com.br/diores/
Dirce,"Significa “pinha”, “ananás”.
Tem origem no nome grego Dírke, a partir de dírkos, que significa “pinha, ananás”.",Grega,https://www.dicionariodenomesproprios.com.br/dirce/
Diva,"Significa “deusa”, “divindade”, “beldade”, “mulher formosa”.
Tem origem no latim diva, que quer dizer “deusa, divindade”, por extensão pode significar “beldade, mulher formosa”.",Latina,https://www.dicionariodenomesproprios.com.br/diva/
Divina,"Significa “aquela cuja natureza é divinal”, “proveniente de Deus”, ""linda, sublime"".
Divina surge a partir do latim divinus, que significa literalmente “divinal”. Não há dúvida que o nome carrega atributos de excelência.",Portuguesa,https://www.dicionariodenomesproprios.com.br/divina/
Divinalda,Mistura de Divino e Alda.,Latina,https://www.dicionariodenomesproprios.com.br/divinalda/
Djalmira,Filha de Djalma.,Latina,https://www.dicionariodenomesproprios.com.br/djalmira/
Djamila,"Significa ""bonita"", ""bela"". 
Esse nome é uma transcrição alternativa do nome Jamila, que é a versão feminina de Jamal, o qual significa ""bonito"", ""belo"", em árabe.",Árabe,https://www.dicionariodenomesproprios.com.br/djamila/
Djamira,Provém da variante feminina de Djalma.,Germânica,https://www.dicionariodenomesproprios.com.br/djamira/
Dolores,"Significa “dores”.
Tem origem no espanhol dolores, que quer dizer literalmente “dores”. Surgiu a partir do título espanhol de Maria das Dores, dado à Virgem Maria, originalmente chamada de María de los Dolores.",Espanhola,https://www.dicionariodenomesproprios.com.br/dolores/
Domência,Nascida no domingo.,Latina,https://www.dicionariodenomesproprios.com.br/domencia/
Domênica,"Significa “do Senhor”, “a que pertence ao Senhor”.  
Como um nome feminino clássico, ele é a versão feminina italiana do nome Dominic, o qual tem origem no latim Dominicius, que quer dizer literalmente “pertencente ao Senhor”.","Latina, Italiana",https://www.dicionariodenomesproprios.com.br/domenica/
Dominga,Nascida no domingo.,Latina,https://www.dicionariodenomesproprios.com.br/dominga/
Domingas,"Significa “do Senhor”, “a que pertence ao Senhor”.
É a variante feminina de Domingos, que surgiu através do nome em latim Dominicius, que quer dizer literalmente “pertencente ao Senhor”.",Latina,https://www.dicionariodenomesproprios.com.br/domingas/
Dominique,"Significa ""a que pertence ao Senhor"", ""aquela que pertence à Deus"".
Dominique é uma variante francesa de Domingas, versão feminina de Domingos, que surgiu através do latim Dominicius​, que significa literalmente ""pertencente ao Senhor"".","Latina, Francesa",https://www.dicionariodenomesproprios.com.br/dominique/
Dona,"Nome proveniente do latim domna, uma forma abreviada de domina, que significa ""senhora"". No original o significado do nome Donna
No inglês é mais utilizada a versão Donna, que pode também ser um diminutivo de Madonna, e terá origem italiana.",Latina,https://www.dicionariodenomesproprios.com.br/dona/
Donata,"Significa “dada de presente”, “consagrada ao Senhor”.
É a versão feminina de Donato, nome que tem origem no latim Donatus, e deriva da palavra donato, que quer dizer literalmente “dado de presente”.",Latina,https://www.dicionariodenomesproprios.com.br/donata/
Donatella,"Significa “dada de presente”, “consagrada ao Senhor”.
É o diminutivo italiano de Donata, versão feminina de Donato, nome originado no latim Donatus, a partir da palavra donato, que quer dizer literalmente “dado de presente”.","Latina, Italiana",https://www.dicionariodenomesproprios.com.br/donatella/
Donatienne,Variação francesa de Donata.,Francesa,https://www.dicionariodenomesproprios.com.br/donatienne/
Donátila,Variação grega de Donata.,Grega,https://www.dicionariodenomesproprios.com.br/donatila/
Donna,"Significa ""senhora"", ""mulher"", ou ""a mais poderosa do mundo"", ""a que governa o mundo"".
Tem origem no latim domna, que quer dizer ""senhora, mulher"". Pode também ter surgido como uma variante de Madonna, que também na mesma palavra do latim.","Latina, Gaélica, Americana",https://www.dicionariodenomesproprios.com.br/donna/
